module_id,title,subtitle,domain,category,status,dependencies,related_modules,difficulty,content_type
WOM-083,Recurrent Urinary Tract Infections,"Definitions, risk factors, symptoms, management, and safety considerations for recurrent urinary tract infections.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-084,Urinary Incontinence,"Definitions, risk factors, symptoms, management, and safety considerations for urinary incontinence.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-085,Pelvic Organ Prolapse,"Definitions, risk factors, symptoms, management, and safety considerations for pelvic organ prolapse.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-086,Thyroid Disease in Women,"Definitions, risk factors, symptoms, management, and safety considerations for thyroid disease in women.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-087,Iron Deficiency in Women,"Definitions, risk factors, symptoms, management, and safety considerations for iron deficiency in women.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-088,Migraine in Women,"Definitions, risk factors, symptoms, management, and safety considerations for migraine in women.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-089,Autoimmune Disease in Women,"Definitions, risk factors, symptoms, management, and safety considerations for autoimmune disease in women.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-090,Depression and Anxiety in Women,"Definitions, risk factors, symptoms, management, and safety considerations for depression and anxiety in women.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-091,Breast Cancer Risk,"Risk reduction, screening, evidence, and practical considerations for breast cancer risk.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-092,Breast Cancer Screening,"Risk reduction, screening, evidence, and practical considerations for breast cancer screening.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-093,Breast Self-Awareness,"Risk reduction, screening, evidence, and practical considerations for breast self-awareness.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-094,Dense Breasts,"Risk reduction, screening, evidence, and practical considerations for dense breasts.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-095,Cervical Cancer Prevention,"Risk reduction, screening, evidence, and practical considerations for cervical cancer prevention.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-096,Cervical Cancer Screening,"Risk reduction, screening, evidence, and practical considerations for cervical cancer screening.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-097,HPV and Women's Health,"Risk reduction, screening, evidence, and practical considerations for hpv and women's health.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-098,Ovarian Cancer Awareness,"Risk reduction, screening, evidence, and practical considerations for ovarian cancer awareness.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-099,Endometrial Cancer Awareness,"Risk reduction, screening, evidence, and practical considerations for endometrial cancer awareness.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-100,Genetic Cancer Risk in Women,"Risk reduction, screening, evidence, and practical considerations for genetic cancer risk in women.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-101,BRCA Genes,"Risk reduction, screening, evidence, and practical considerations for brca genes.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-102,Lifestyle and Breast Cancer Risk,"Risk reduction, screening, evidence, and practical considerations for lifestyle and breast cancer risk.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-103,Alcohol and Breast Cancer Risk,"Risk reduction, screening, evidence, and practical considerations for alcohol and breast cancer risk.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-104,Weight and Cancer Risk in Women,"Risk reduction, screening, evidence, and practical considerations for weight and cancer risk in women.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-105,Cancer Prevention for Women,"Risk reduction, screening, evidence, and practical considerations for cancer prevention for women.",Women's Health,Cancer and Screening,pending,,,Foundation,foundational
WOM-106,Healthy Aging for Women,"How healthy aging for women affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-107,Sarcopenia in Women,"How sarcopenia in women affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-108,Strength Training for Women Over 50,"How strength training for women over 50 affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-109,Osteoporosis Prevention in Women,"How osteoporosis prevention in women affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-110,Falls and Women,"How falls and women affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-111,Heart Health After 50,"How heart health after 50 affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-112,Metabolic Health After 50,"How metabolic health after 50 affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-113,Brain Health in Women,"How brain health in women affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-114,Sleep After 60,"How sleep after 60 affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-115,Sexual Health With Aging,"How sexual health with aging affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-116,Healthy Weight After Menopause,"How healthy weight after menopause affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-117,Protein Needs in Older Women,"How protein needs in older women affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-118,Vitamin D in Older Women,"How vitamin d in older women affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-119,Calcium in Older Women,"How calcium in older women affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-120,Building a Women's Healthy Aging Plan,"How building a women's healthy aging plan affects long-term health, function, and prevention.",Women's Health,Healthy Aging for Women,pending,,,Foundation,foundational
WOM-121,Women and Alcohol,"Evidence, prevention, safety, and practical strategies related to women and alcohol.",Women's Health,Lifestyle and Safety,pending,,,Foundation,foundational
WOM-122,Women and Smoking,"Evidence, prevention, safety, and practical strategies related to women and smoking.",Women's Health,Lifestyle and Safety,pending,,,Foundation,foundational
WOM-123,Women and Sleep Deprivation,"Evidence, prevention, safety, and practical strategies related to women and sleep deprivation.",Women's Health,Lifestyle and Safety,pending,,,Foundation,foundational
WOM-124,Caregiver Stress in Women,"Evidence, prevention, safety, and practical strategies related to caregiver stress in women.",Women's Health,Lifestyle and Safety,pending,,,Foundation,foundational
WOM-125,Workplace Stress in Women,"Evidence, prevention, safety, and practical strategies related to workplace stress in women.",Women's Health,Lifestyle and Safety,pending,,,Foundation,foundational
MEN-001,Men's Health Across Adulthood,"Evidence, physiology, prevention, and practical implications of men's health across adulthood.",Men's Health,Men's Health Foundations,pending,,,Foundation,foundational
